Category,Article,Author,Comment,Processed_Comment,Sentiment
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",لاتشتهروها,كلها مبيدات وأدوية لتكون حمراء وكبيرة جدا,كلها مبيدات وادويه لتكون حمراء وكبيره جدا,positif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",يوسف الصحراوي,لهلا يسهل في هاد الدلاح الأحمر الذي هو سبب استنزاف الفرشة المائية في الجنوب و وسط المملكة.العبقى لمنع الأفوكادو والتوث الأحمر والأبقاء على الصحيح من بطاطس وبصل وطماطم والخضر المغربية والزراعة التي تتحمل الجفاف مع الصبار والقمح والشعير والزيتون والنخيل كل في مكانه المناسب مع الأسترشاد والأقتصاد في السقي الفلاحي واستعمال تقنيات متطورة مثل ما يجري عند شركائنا التجاريين والصناعيين في الدولة العبرية المتطورة في تقنية السقي عندها في صحراء النقب.,لهلا يسهل الدلاح الاحمر سبب استنزاف الفرشه الماييه الجنوب وسط المملكهالعبقي لمنع الافوكادو والتوث الاحمر والابقاء الصحيح بطاطس وبصل وطماطم والخضر المغربيه والزراعه تتحمل الجفاف الصبار والقمح والشعير والزيتون والنخيل مكانه المناسب الاسترشاد والاقتصاد السقي الفلاحي واستعمال تقنيات متطوره مثل يجري شركاينا التجاريين والصناعيين الدوله العبريه المتطوره تقنيه السقي عندها صحراء النقب,positif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",محمد,الدلاح المغربي متوفر في فرنسا 1.49€في فرنسا بعدما كان يباع ب 0.99 € في السنوات الماضية هذه السنة يوجد الدلاح الموريتاني كذلك .,الدلاح المغربي متوفر فرنسا فرنسا بعدما يباع ب السنوات الماضيه السنه يوجد الدلاح الموريتاني كذلك,positif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",جليل,تهديد زراعة الدلاح للأمن المائي خرافة لأن السقي يتم بالتنقيط تبدير الماء سببه الاستهلاك البشري المفرط من حمامات سباحة ومحلات غسل السيارات وغيرها,تهديد زراعه الدلاح للامن المايي خرافه لان السقي يتم بالتنقيط تبدير الماء سببه الاستهلاك البشري المفرط حمامات سباحه ومحلات غسل السيارات وغيرها,negatif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",مواطن,اتسائل لمن هذا الرأسمال الذي يضارب في كل المواد … ما أن يتجه لسلعة حتى ترخص الأخرى التي رفع يده عنها … هل السماسرة اصبحوا يتحكمون في رقاب المغاربة … واين هي يقضة أجهزة الدولة !! أليس الامن الغدائي أكثر أهمية من باقي أصناف الامن … أراهن لو اعطي هذا الملف للحموشي لن تجد غلاء … اثمنة المواد مقارنة بالدول الاخرى تبعث على الاستحياء,اتسايل لمن الراسمال يضارب المواد ان يتجه لسلعه حتي ترخص الاخري رفع يده عنها السماسره اصبحوا يتحكمون رقاب المغاربه واين هي يقضه اجهزه الدوله اليس الامن الغدايي اكثر اهميه باقي اصناف الامن اراهن لو اعطي الملف للحموشي لن تجد غلاء اثمنه المواد مقارنه بالدول الاخري تبعث الاستحياء,neutral
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",الوزاني,بقا شي دلاح بعدا، بقات غير السمية، ماتاكلوش احسن,بقا شي دلاح بعدا بقات غير السميه ماتاكلوش احسن,neutral
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",مواطن2,لكل داء دواء ولكل مشكلة الف حل. الدلاح لا يعوض الاكل وبذلك يمكن للمواطن الاستغناء عنه بكل سهولة. شعاري انا كمواطن بسيط ” تجنب كل شيء غلا ثمنه ” باستثناء الضروريات. هناك مواد لابد منها حتى لو غلا ثمنها..لكن هناك مواد اخرى ليست ضرورية منها الدلاح..ويمكن الاستغناء عنه بكل سهولة.,لكل داء دواء ولكل مشكله الف حل الدلاح يعوض الاكل وبذلك يمكن للمواطن الاستغناء عنه بكل سهوله شعاري انا كمواطن بسيط تجنب شيء غلا ثمنه باستثناء الضروريات هناك مواد لابد منها حتي لو غلا ثمنهالكن هناك مواد اخري ليست ضروريه منها الدلاحويمكن الاستغناء عنه بكل سهوله,neutral
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",must,فاكهة ليست ضرورية، خليه يخماج يجب المقاطعة.,فاكهه ليست ضروريه خليه يخماج يجب المقاطعه,neutral
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",المالكي,هنا في ألمانيا دلاح زاكورة حتى هاذ السنة يباع ب 5 أورو للدلاحة الكبيرة وزن 15 كيلو عند البائع بالتقسيط و يشتكون من قلة الماء,هنا المانيا دلاح زاكوره حتي هاذ السنه يباع ب اورو للدلاحه الكبيره وزن كيلو البايع بالتقسيط يشتكون قله الماء,positif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",oubariss,هذا إشاعات مفتعلة من طرف الوسطاء و المحتكرين من أجل رفع أسعار الدلاح قصد مضاعفة الأرباح على حساب جيوب المواطنين. لقد اعتمدوا نفس الطريقة السنة الماضية لكنها بائت بالفشل .,اشاعات مفتعله طرف الوسطاء المحتكرين اجل رفع اسعار الدلاح قصد مضاعفه الارباح حساب جيوب المواطنين لقد اعتمدوا نفس الطريقه السنه الماضيه لكنها بايت بالفشل,negatif
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",الغيور,المواطن الضعيف هو المتضرر الاول في كل شيء . وهو الضحية داءما .غير ايشوف ويسكت. اما ان يمنع منعا كليا على الجميع. او يسمح بزراعته للجميع. انه يسمح بزراعته فقط ليكفي للميسورين وليس لكافة الشعب. يجب على الدولة أن تفكر في الجميع وليس في الأغنياء فقط.,المواطن الضعيف المتضرر الاول شيء وهو الضحيه داءما غير ايشوف ويسكت اما ان يمنع منعا كليا الجميع او يسمح بزراعته للجميع انه يسمح بزراعته فقط ليكفي للميسورين وليس لكافه الشعب يجب الدوله ان تفكر الجميع وليس الاغنياء فقط,neutral
اقتصاد,"بسبب حظر الزراعة .. فلاحون يتوقعون ارتفاعا قياسيا في أسعار ""الدلاح"" بالمغرب",رجل تعليم,يوم الأحد اشتريت الدلاح في السوق الاسبوعي لتارودانت بدرهمين للكيلو…,يوم الاحد اشتريت الدلاح السوق الاسبوعي لتارودانت بدرهمين للكيلو,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",ابن سوس المغربي ، الحل,الى بغيتو المغرب يمشي في الطريق الصحيح، أولآ منع الباعة المتجولون وكل مظاهر إحتلال الملك العمومي كيفما كان نوعه، إنشاء اسواق نموذجية في كل عمالة وإدماج ابناء العمالة المحتاجين ماشي اللي عندو ملك ومحل يتزاحم مع المحتاجين، فرض غرامة مالية على كل من يحتل الملك العمومي، تنظيم المقاهي والمطاعم نظافة مراقبة الأسعار والجودة، منع تشغيل الأطفال تحت السن القانوني، جمع. المشردين والمتسولين من الشوارع و دمجهم. في مراكز ايواء وخيريات، ومنعم. من العودة إلى الشارع،إنشاء مدن صناعية نجارة ميكانيك وكل ما يتعلق بالصناعة خارج الأحياء السكنية و وضع هذه المدن خارج المدن، ترحيل المهاجرين الأفارقة الى بلدانهم ومنع دخولهم تهريب من الحدود مع الجزائر وموريتانيا ومن البحر خاصة الحدود مع موريتانيا,الي بغيتو المغرب يمشي الطريق الصحيح اولا منع الباعه المتجولون وكل مظاهر احتلال الملك العمومي كيفما نوعه انشاء اسواق نموذجيه عماله وادماج ابناء العماله المحتاجين ماشي اللي عندو ملك ومحل يتزاحم المحتاجين فرض غرامه ماليه يحتل الملك العمومي تنظيم المقاهي والمطاعم نظافه مراقبه الاسعار والجوده منع تشغيل الاطفال تحت السن القانوني جمع المشردين والمتسولين الشوارع دمجهم مراكز ايواء وخيريات ومنعم العوده الي الشارعانشاء مدن صناعيه نجاره ميكانيك وكل يتعلق بالصناعه خارج الاحياء السكنيه وضع المدن خارج المدن ترحيل المهاجرين الافارقه الي بلدانهم ومنع دخولهم تهريب الحدود الجزاير وموريتانيا ومن البحر خاصه الحدود موريتانيا,positif
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",منصف,هناك الكثير من الناس يتاجرون في بناء وبيع الشقق وايضا في بيع و شراء السيارات والدراجات النارية وجب اجبارهم على دفع الضرائب,هناك الكثير الناس يتاجرون بناء وبيع الشقق وايضا بيع شراء السيارات والدراجات الناريه وجب اجبارهم دفع الضرايب,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",لالة يسمين,و راه باينة الحي اذا كانو فيه الباعة كيكون مالايقش للسكن و بالتالي ثمن كينزل، زعما هاد الضريبة معارفينش هادشي عاد عرفوه مأخرا حيت هما ماشي مغاربة,راه باينه الحي اذا كانو فيه الباعه كيكون مالايقش للسكن بالتالي ثمن كينزل زعما الضريبه معارفينش هادشي عاد عرفوه ماخرا حيت هما ماشي مغاربه,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",بيضاوى,يجب فرض ضرائب على الباعة المتجولين وتنظيمهم و بناء أسواق نمودجية لأن هناك أحياء لا يوجد بها متاجر لبيع الخضر وكل الحاجيات والأغراض اليومية التى يحتاجها المواطن …,يجب فرض ضرايب الباعه المتجولين وتنظيمهم بناء اسواق نمودجيه لان هناك احياء يوجد متاجر لبيع الخضر وكل الحاجيات والاغراض اليوميه يحتاجها المواطن,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",غموض,ما علاقة الباعة المتجولين بالضريبة على التفويتات العقارية انا بعد مافهمت والو,علاقه الباعه المتجولين بالضريبه التفويتات العقاريه انا بعد مافهمت والو,positif
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",عادل,ردا على صاحب التعليق غموض ، كانت ضريبة الأرباح تفرض من غير اخذ بعين الاعتبار موقع العقار وتحتسب نفس الضريبة للعقار سواء كان قرب حديقة وأشجار طبعا ثمنه أغلى اما عقار بجانبه الخضارة والازبال اكيد ثمنه سيقل لذلك يجب فرض ضريبة الأرباح اقل,ردا صاحب التعليق غموض كانت ضريبه الارباح تفرض غير اخذ بعين الاعتبار موقع العقار وتحتسب نفس الضريبه للعقار سواء قرب حديقه واشجار طبعا ثمنه اغلي اما عقار بجانبه الخضاره والازبال اكيد ثمنه سيقل لذلك يجب فرض ضريبه الارباح اقل,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",مغريبي شلح أمريكي,الباعة المتجولين كاينين حتى امريكا عامر بهم نيويورك غير داكشي منظم كتنقا واحد حاط فالشارع فمكان خاص كيخلص عليه ؤعندو بادج مسجل فسيتي ؤعند الشرطة ؤعليهم مراقبة فاامساء خصو يجمع ؤينظف بلاصتو ورقة إلى خلاها فالمكان يعطيوه تيكيت ديال 300 دولار,الباعه المتجولين كاينين حتي امريكا عامر بهم نيويورك غير داكشي منظم كتنقا حاط فالشارع فمكان خاص كيخلص عليه وعندو بادج مسجل فسيتي وعند الشرطه وعليهم مراقبه فاامساء خصو يجمع وينظف بلاصتو ورقه الي خلاها فالمكان يعطيوه تيكيت دولار,positif
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",إلى عادل,المراجعة الضريبية تبنى على القيمة التجارية التي تتمتع فيها الإدارة بسلطة تقديرية طبقا للمادة 224من المدونة العامة للضرائب اما التلوث و الباعة المتجولون و الحلايقية و دوا البرغوث الخ معطيات ادارية لم يفصل فيها المشرع و هي عناصر تخضع لرقابة القاضي الاداري,المراجعه الضريبيه تبني القيمه التجاريه تتمتع فيها الاداره بسلطه تقديريه طبقا للماده المدونه العامه للضرايب اما التلوث الباعه المتجولون الحلايقيه دوا البرغوث الخ معطيات اداريه يفصل فيها المشرع هي عناصر تخضع لرقابه القاضي الاداري,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",قراءة عكسية,ربما الفكرة تنطبق على العقارات المخصصة للسكن اما بالنسبة للعقارات التجارية فالملاحظ ان الاقبال التجاري في المغرب يرتفع على الامكنة المزدحمة و بالتالي المنطق هنا يختلف و مهما يكن تبقى الإدارة ملزمة قانونا و قضاء باثباث القيمة التجارية للعقار بعد تحريكها لمسطرة المراجعة الضريبية هذه القيمة التي تاخذ بعين الاعتبار لجملة من المعطيات الفنية والتقنية و الواقعية,ربما الفكره تنطبق العقارات المخصصه للسكن اما بالنسبه للعقارات التجاريه فالملاحظ ان الاقبال التجاري المغرب يرتفع الامكنه المزدحمه بالتالي المنطق هنا يختلف مهما يكن تبقي الاداره ملزمه قانونا قضاء باثباث القيمه التجاريه للعقار بعد تحريكها لمسطره المراجعه الضريبيه القيمه تاخذ بعين الاعتبار لجمله المعطيات الفنيه والتقنيه الواقعيه,positif
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",Aziz,ال رقم ٨ (الى عادل) لقد تفضل السيد عادل بشرح واضح واكرر.. العقار عند البيع يفقد قيمته ادا وجد باعة وفراشة يوميا امامه ولا يمكن تطبيق التمن المرجعي ولو كان العقار في نفس المنطقة متلا وسءبالغ حتى تضهر الفكرة هل يمكنك شراء منزل محاط بباعة الخضر وباءعوا الحوت ومخلفاتهم تترك امام باب منزلك وصياحهم صباح مساء ومكانيك وتولوري بنفس تمن منزل مماثل ولو ليس ببعيد لكن ليس فيه كل هولاء …فهمت,ال رقم الي عادل لقد تفضل السيد عادل بشرح واضح واكرر العقار البيع يفقد قيمته ادا وجد باعه وفراشه يوميا امامه ولا يمكن تطبيق التمن المرجعي ولو العقار نفس المنطقه متلا وسءبالغ حتي تضهر الفكره يمكنك شراء منزل محاط بباعه الخضر وباءعوا الحوت ومخلفاتهم تترك امام باب منزلك وصياحهم صباح مساء ومكانيك وتولوري بنفس تمن منزل مماثل ولو ليس ببعيد ليس فيه هولاء فهمت,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",إلى aziz,المسألة نسبية انت تناقش قيمة العقار المخصص للسكن وليس كل العقارات هي مؤثثة لذلك فةلعقارلت التجارية يرتفع عليها الطلب وان كانت محاطة بالبائعين المتجولين سير ضرب دورة في المدينة القديمة شوف القيمة التجارية للعقارات المخصصة لغرض تجاري وحتى السكني بالنسبة للفئات التي تتقبل هدا النوع من السكن,المساله نسبيه انت تناقش قيمه العقار المخصص للسكن وليس العقارات هي موثثه لذلك فهلعقارلت التجاريه يرتفع عليها الطلب وان كانت محاطه بالبايعين المتجولين سير ضرب دوره المدينه القديمه شوف القيمه التجاريه للعقارات المخصصه لغرض تجاري وحتي السكني بالنسبه للفيات تتقبل هدا النوع السكن,neutral
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",داحو,عندما يوقف الباءع المتجول والفراشة. اول و اهم شيء يحاسب عليه. هو الضريبة. تكون فيه مصلحة الضريبة كطرف مدني.كل مغربي ملزم بأداء الضريبة بصرف النظر عن قانونية نشاطه التجاري. بما فيهم المهربون. وتجار المخدرات.هذا ما تعمل به امريكا واستراليا واليابان. على الفراشة اداء مبلغ لا يقل عن 3000 درهم سنويا للدولة.كلفة الفوضى والاوساخ التي يخلفونها.تكلف دافعي الضريبة أضعاف ذلك لتنظيف الشوارع.,عندما يوقف الباءع المتجول والفراشه اول اهم شيء يحاسب عليه الضريبه تكون فيه مصلحه الضريبه كطرف مدنيكل مغربي ملزم باداء الضريبه بصرف النظر قانونيه نشاطه التجاري بما فيهم المهربون وتجار المخدراتهذا تعمل امريكا واستراليا واليابان الفراشه اداء مبلغ يقل درهم سنويا للدولهكلفه الفوضي والاوساخ يخلفونهاتكلف دافعي الضريبه اضعاف ذلك لتنظيف الشوارع,positif
اقتصاد,"الضرائب تعتمد ""التلوث"" و""الباعة الجائلين"" للتحصيل الجبائي على الأرباح العقارية",محمد,الغاء الضراءب هو افضل حل لمشكل العقار وفتح الباب للناس وتبسيط ورقمنة المساطر وتشجيع البناءالذاتي ومحاربة تكاسيح العقار ومن يغير برامج التهيءة ويشطب على الحداءق خير مثار رءيس جماعة المحمدية الذي بنا مكان مقبرة مجمع ظخم وغير وبدل وارشى وطغى حتى عادت العالية سافلة وملءت ايمنتا وحجرا ونارا ودخانا رحم الله من اوقفه عند حده ومنع فساده عن العباد والبلاد,الغاء الضراءب افضل حل لمشكل العقار وفتح الباب للناس وتبسيط ورقمنه المساطر وتشجيع البناءالذاتي ومحاربه تكاسيح العقار ومن يغير برامج التهيءه ويشطب الحداءق خير مثار رءيس جماعه المحمديه بنا مكان مقبره مجمع ظخم وغير وبدل وارشي وطغي حتي عادت العاليه سافله وملءت ايمنتا وحجرا ونارا ودخانا رحم الله اوقفه حده ومنع فساده العباد والبلاد,positif
اقتصاد,أسعار النفط العالمية تعود إلى الارتفاع,nous,الأسبوع الماضي نقصوا 30 سنتيم دبا غادي زيدوا درهم,الاسبوع الماضي نقصوا سنتيم دبا غادي زيدوا درهم,negatif
اقتصاد,أسعار النفط العالمية تعود إلى الارتفاع,عبد ربه,طلع ولا نزل عالميا لا يهم، فالشركات ممسكة بخناق الأسعار، ومهمى بلغ فالأسعار تبقى مرتفعة بمغربنا الحبيب، والمنحنى واضح، الى طلع المازوط كيطلعو الأسعار، والى هبط كيحافظو على نفس الثمن، الحاصل كبير الكرش تفرقع ليه، وحسبنا الله ونعم الوكيل,طلع ولا نزل عالميا يهم فالشركات ممسكه بخناق الاسعار ومهمي بلغ فالاسعار تبقي مرتفعه بمغربنا الحبيب والمنحني واضح الي طلع المازوط كيطلعو الاسعار والي هبط كيحافظو نفس الثمن الحاصل كبير الكرش تفرقع ليه وحسبنا الله ونعم الوكيل,positif
اقتصاد,أسعار النفط العالمية تعود إلى الارتفاع,adil,هاد السعودية هي السبب رئيسي للتضخم و غلاء المنتوجات النفطية ، تفكر فقط في الربح و المحافظة على البيع بثمن مرتفع,السعوديه هي السبب رييسي للتضخم غلاء المنتوجات النفطيه تفكر فقط الربح المحافظه البيع بثمن مرتفع,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",عامر,الله اهدكم الغنم ديال اوروبا تحطها فالصالون نقية و مفيها ريحة تخليها ديكور,الله اهدكم الغنم اوروبا تحطها فالصالون نقيه مفيها ريحه تخليها ديكور,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",حميد,العيد غالي عليا،وماغاديش نتسلف،لا يكلف الله نفسا إلا وسعها.,العيد غالي علياوماغاديش نتسلفلا يكلف الله نفسا الا وسعها,neutral
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",متتبع,وافقت الحكومة على زيادات مهمة في رواتب الموظفين والمستخدمين ورجال التعليم. لقد حان الوقت لمربي ومستوردي الأغنام والجزارين وبائعي الفحم… أن يستفيدوا أيضاً من الخير الذي ينتظرهم والذي سيأتي من المواطن الكريم بمناسبة عيد الأضحى المبارك,وافقت الحكومه زيادات مهمه رواتب الموظفين والمستخدمين ورجال التعليم لقد حان الوقت لمربي ومستوردي الاغنام والجزارين وبايعي الفحم ان يستفيدوا ايضا الخير ينتظرهم والذي سياتي المواطن الكريم بمناسبه عيد الاضحي المبارك,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",00012,الملاحظ عوضا أن تكون هذه المناسبات الدينية رافعة نحو الأجر و التقوى و التقرب إلى الله و التوبة من المعاصي .,الملاحظ عوضا ان تكون المناسبات الدينيه رافعه نحو الاجر التقوي التقرب الي الله التوبه المعاصي,neutral
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",دفتر,هؤلاء المضاربون لا يحتاجون لا إلى دفتر تحملات و لا إلى دفتر الحالة المدنية بل يحتاجون إلى الشرطة العلمية …..,هولاء المضاربون يحتاجون الي دفتر تحملات الي دفتر الحاله المدنيه بل يحتاجون الي الشرطه العلميه,neutral
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",عبدو,المنافسة شرط اقتصادي صرف فلا عملية استباقية ترجع ما افسدت كورونا إلا ، الإلغاء المؤقت للشعيرة وعلى فترات…فأما الحسابات التي لا تنتهي ، وشغف أكلة اللحوم بأسم الشرع والدين سوف لا يكون لها تاثير ,المنافسه شرط اقتصادي صرف فلا عمليه استباقيه ترجع افسدت كورونا الا الالغاء الموقت للشعيره وعلي فتراتفاما الحسابات تنتهي وشغف اكله اللحوم باسم الشرع والدين سوف يكون لها تاثير,neutral
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",عبد الرزاق,لم أفهم كيف يمكن اعادة المواشي إلى السلطات المختصة في حالة عدم بيعها,افهم يمكن اعاده المواشي الي السلطات المختصه حاله عدم بيعها,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",اميمه البارودي,يجب غلى دوله مغربيه ان تحارب سماسرة شناقا لوبيات شكارا وتحدد ثمن اضحية العيد لهده سنه مستورد مابين 40و43درهم لانه مدعم من ظهر مغاربه وتخدد ثمن خروف محلي وسردي مابين50و56درهم وتدعم كساب كم دعمت ممتلات نقبين واحزاب برلمان ان كانت نيتكم صافيه وتريدون الخير لعدد من اسر منهم.متقاعدون عمال ومهنين ليس لهم من بدافع عنهم في هد بلاد سعيده مواجهبن مع غلاء محروقات وكل مواد غدائيه وغلا تمدرس خصوصي الدي اصبح مفروض على مل اسر بعد تعنت تعيم وافلاسه بسوايع واضربات,يجب غلي دوله مغربيه ان تحارب سماسره شناقا لوبيات شكارا وتحدد ثمن اضحيه العيد لهده سنه مستورد مابين ودرهم لانه مدعم ظهر مغاربه وتخدد ثمن خروف محلي وسردي مابينودرهم وتدعم كساب كم دعمت ممتلات نقبين واحزاب برلمان ان كانت نيتكم صافيه وتريدون الخير لعدد اسر منهممتقاعدون عمال ومهنين ليس لهم بدافع عنهم هد بلاد سعيده مواجهبن غلاء محروقات وكل مواد غداييه وغلا تمدرس خصوصي الدي اصبح مفروض مل اسر بعد تعنت تعيم وافلاسه بسوايع واضربات,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",مغربي,الدولة لديها الوسائل للمراقبة عدد الأغنام المستوردة وعدد الأغنام الموجودة بالسوق.,الدوله لديها الوسايل للمراقبه عدد الاغنام المستورده وعدد الاغنام الموجوده بالسوق,neutral
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",خالد,يجب إلغاء العيد هذه السنة. الى انت قادر تشريه وعندك منين تجيب 6000او7000درهم،فكر فهذاك مسكين للي ما تايدخل تا 2000درهم فالشهر،وكيفاش غايقنع ولادو،ولا ماحاس بهم كاع انت وما عرفهومش واش فوق الارض،وباش نتفاداو التمييز بين الفقير والغني تنطالبو المسؤولين يامروا بالغاء العيد،وبحالك انت للي مشيطهم وعندك الكونط عامر شريه ولا كاع لا تشريه وكبير ولا صغير ويقولبوك ولا تقولبهم شغلك هذاك،ولكن لي مسكين غايحاول يقتنع ويقنع وليداتو بانه امر حكومي وغايتقبلوه وبلا حرج ولا احساس بالدونية والمسكنة،ومن جهة اخرى النتيجة غاتعود على الجميع بالخير حيث غا يحتافظوا برؤوس الاغنام ويحافظو على التوازنات وتولي الغنم موجودة للعام الجاي انشاء الله ،وبلا ما يتحاشم ولا يتحرج لا المسكين ولا الذو مالي الاخنوشي…،تنتمنى تكون فهمتي علاش بغيناه يتلغى ،حفظ ماء الوجه امام الابناء،مراعاة الظروف المعيشية وغلاءها،التساوي دون تمييز بين الاسر والاهم توفير قطاع الماشية مستقبلا.,يجب الغاء العيد السنه الي انت قادر تشريه وعندك منين تجيب اودرهمفكر فهذاك مسكين للي تايدخل تا درهم فالشهروكيفاش غايقنع ولادوولا ماحاس بهم كاع انت وما عرفهومش فوق الارضوباش نتفاداو التمييز الفقير والغني تنطالبو المسوولين يامروا بالغاء العيدوبحالك انت للي مشيطهم وعندك الكونط عامر شريه ولا كاع تشريه وكبير ولا صغير ويقولبوك ولا تقولبهم شغلك هذاكولكن مسكين غايحاول يقتنع ويقنع وليداتو بانه امر حكومي وغايتقبلوه وبلا حرج ولا احساس بالدونيه والمسكنهومن جهه اخري النتيجه غاتعود الجميع بالخير حيث غا يحتافظوا برووس الاغنام ويحافظو التوازنات وتولي الغنم موجوده للعام الجاي انشاء الله وبلا يتحاشم ولا يتحرج المسكين ولا الذو مالي الاخنوشيتنتمني تكون فهمتي بغيناه يتلغي حفظ ماء الوجه امام الابناءمراعاه الظروف المعيشيه وغلاءهاالتساوي دون تمييز الاسر والاهم توفير قطاع الماشيه مستقبلا,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",ياسين ابن ابراهيم,مادام المسؤولون يعلمون أن الوضعية المالية للمواطن لا تسمح بشراء الأضحية وأن الوضعية الفلاحية و الكلئية و المائية تستوجب عدم إقامة شريعة الأضحى ومع ذلك يكذبون في أرقام الأغنام المتوفرة ويسدون الخصاص بالإستيراد ودعم المستوردين فلا يهمهم أن يتم تخزين الأغنام أو بيعها، نقص القطيع و زيادة التخزين له سترفع من الأثمنة ارتفاعا كبيرا لصالح الشناقة الكلاص او التقليديين.,مادام المسوولون يعلمون ان الوضعيه الماليه للمواطن تسمح بشراء الاضحيه وان الوضعيه الفلاحيه الكلييه الماييه تستوجب عدم اقامه شريعه الاضحي ومع ذلك يكذبون ارقام الاغنام المتوفره ويسدون الخصاص بالاستيراد ودعم المستوردين فلا يهمهم ان يتم تخزين الاغنام او بيعها نقص القطيع زياده التخزين له سترفع الاثمنه ارتفاعا كبيرا لصالح الشناقه الكلاص او التقليديين,positif
اقتصاد,"""حماة المستهلك"" يحذرون من عمليات التخزين غير المشروع للأغنام المستوردة",الموس,السماسرة لا ملة ولادين ولا وطنية لهم.همهم الوحيد الربح الغير المشروع على حساب المواطن المسكين.يجب الضرب بيد من حديد على هذه الشرذمة,السماسره مله ولادين ولا وطنيه لهمهمهم الوحيد الربح الغير المشروع حساب المواطن المسكينيجب الضرب بيد حديد الشرذمه,negatif
